time,num
2015-07-19 12,20358
2015-07-19 13,20770
2015-07-19 14,20763
2015-07-19 15,19793
2015-07-19 16,18711
2015-07-19 17,19476
2015-07-19 18,21007
2015-07-19 19,20289
2015-07-19 20,17810
2015-07-19 21,17903
2015-07-19 22,16503
2015-07-19 23,13823
2015-07-20 00,8815
2015-07-20 01,4899
2015-07-20 02,3023
2015-07-20 03,2094
2015-07-20 04,2354
2015-07-20 05,3848
2015-07-20 06,10228
2015-07-20 07,16184
2015-07-20 08,19357
2015-07-20 09,18616
2015-07-20 10,17095
2015-07-20 11,17142
2015-07-20 12,18268
2015-07-20 13,17939
2015-07-20 14,18336
2015-07-20 15,17868
2015-07-20 16,15972
2015-07-20 17,19393
2015-07-20 18,22942
2015-07-20 19,24264
2015-07-20 20,21811
2015-07-20 21,21525
2015-07-20 22,19303
2015-07-20 23,14179
2015-07-21 00,9330
2015-07-21 01,5322
2015-07-21 02,3312
2015-07-21 03,2138
2015-07-21 04,2155
2015-07-21 05,3709
2015-07-21 06,10431
2015-07-21 07,17165
2015-07-21 08,21534
2015-07-21 09,20298
2015-07-21 10,18298
2015-07-21 11,17987
2015-07-21 12,18700
2015-07-21 13,18295
2015-07-21 14,17839
2015-07-21 15,14996
2015-07-21 16,12695
2015-07-21 17,14728
2015-07-21 18,20543
2015-07-21 19,23351
2015-07-21 20,22548
2015-07-21 21,23518
2015-07-21 22,22017
2015-07-21 23,17793
2015-07-22 00,12459
2015-07-22 01,7001
2015-07-22 02,4415
2015-07-22 03,2918
2015-07-22 04,2467
2015-07-22 05,3772
2015-07-22 06,10276
2015-07-22 07,17011
2015-07-22 08,20816
2015-07-22 09,19889
2015-07-22 10,17839
2015-07-22 11,17796
2015-07-22 12,18467
2015-07-22 13,18213
2015-07-22 14,18290
2015-07-22 15,17086
2015-07-22 16,14015
2015-07-22 17,17226
2015-07-22 18,21280
2015-07-22 19,22727
2015-07-22 20,22679
2015-07-22 21,24299
2015-07-22 22,23722
2015-07-22 23,20014
2015-07-23 00,14059
2015-07-23 01,8565
2015-07-23 02,5475
2015-07-23 03,3394
2015-07-23 04,2877
2015-07-23 05,3846
2015-07-23 06,10517
2015-07-23 07,16966
2015-07-23 08,20778
2015-07-23 09,19686
2015-07-23 10,17773
2015-07-23 11,17542
2015-07-23 12,18989
2015-07-23 13,18187
2015-07-23 14,18341
2015-07-23 15,16802
2015-07-23 16,13784
2015-07-23 17,17287
2015-07-23 18,21590
2015-07-23 19,24624
2015-07-23 20,23523
2015-07-23 21,24847
2015-07-23 22,24179
2015-07-23 23,22429
2015-07-24 00,18358
2015-07-24 01,12229
2015-07-24 02,8025
2015-07-24 03,5258
2015-07-24 04,3996
2015-07-24 05,4331
2015-07-24 06,9791
2015-07-24 07,15616
2015-07-24 08,19838
2015-07-24 09,18767
2015-07-24 10,16288
2015-07-24 11,16349
2015-07-24 12,17096
2015-07-24 13,16938
2015-07-24 14,17219
2015-07-24 15,16316
2015-07-24 16,14155
2015-07-24 17,18100
2015-07-24 18,22320
2015-07-24 19,23767
2015-07-24 20,21781
2015-07-24 21,21537
2015-07-24 22,22988
2015-07-24 23,23485
2015-07-25 00,22088
2015-07-25 01,19246
2015-07-25 02,16293
2015-07-25 03,12382
2015-07-25 04,7484
2015-07-25 05,3677
2015-07-25 06,4629
2015-07-25 07,6316
2015-07-25 08,8806
2015-07-25 09,12726
2015-07-25 10,14679
2015-07-25 11,16712
2015-07-25 12,17287
2015-07-25 13,17592
2015-07-25 14,16939
2015-07-25 15,17273
2015-07-25 16,16363
2015-07-25 17,17816
2015-07-25 18,19942
2015-07-25 19,20714
2015-07-25 20,18179
2015-07-25 21,19099
2015-07-25 22,21039
2015-07-25 23,22919
2015-07-26 00,20815
2015-07-26 01,18723
2015-07-26 02,16243
2015-07-26 03,12636
2015-07-26 04,7866
2015-07-26 05,3418
2015-07-26 06,3404
2015-07-26 07,4536
2015-07-26 08,6384
2015-07-26 09,9906
2015-07-26 10,13259
2015-07-26 11,15975
2015-07-26 12,16813
2015-07-26 13,17567
2015-07-26 14,17898
2015-07-26 15,18107
2015-07-26 16,16321
2015-07-26 17,17138
2015-07-26 18,18638
2015-07-26 19,18168
2015-07-26 20,15878
2015-07-26 21,15998
2015-07-26 22,14776
2015-07-26 23,11642
2015-07-27 00,7636
2015-07-27 01,4427
2015-07-27 02,2973
2015-07-27 03,2187
2015-07-27 04,2190
2015-07-27 05,3624
2015-07-27 06,9714
2015-07-27 07,15291
2015-07-27 08,18564
2015-07-27 09,17901
2015-07-27 10,15731
2015-07-27 11,15978
2015-07-27 12,16560
2015-07-27 13,16503
2015-07-27 14,16735
2015-07-27 15,16449
2015-07-27 16,14950
2015-07-27 17,17609
2015-07-27 18,21288
2015-07-27 19,21820
2015-07-27 20,20022
2015-07-27 21,19811
2015-07-27 22,18570
2015-07-27 23,14693
2015-07-28 00,8911
2015-07-28 01,5429
2015-07-28 02,3268
2015-07-28 03,2171
2015-07-28 04,2200
2015-07-28 05,3635
2015-07-28 06,10536
2015-07-28 07,17176
2015-07-28 08,20555
2015-07-28 09,19150
2015-07-28 10,17502
2015-07-28 11,17463
2015-07-28 12,18328
2015-07-28 13,18244
2015-07-28 14,18743
2015-07-28 15,17407
2015-07-28 16,15106
2015-07-28 17,18172
2015-07-28 18,22386
2015-07-28 19,24322
2015-07-28 20,22996
2015-07-28 21,24222
2015-07-28 22,22536
2015-07-28 23,17521
2015-07-29 00,11473
2015-07-29 01,6474
2015-07-29 02,4076
2015-07-29 03,2717
2015-07-29 04,2487
2015-07-29 05,3684
2015-07-29 06,10298
2015-07-29 07,17538
2015-07-29 08,21024
2015-07-29 09,19963
2015-07-29 10,18218
2015-07-29 11,18187
2015-07-29 12,18887
2015-07-29 13,18406
2015-07-29 14,18726
2015-07-29 15,17646
2015-07-29 16,15336
2015-07-29 17,18838
2015-07-29 18,24252
2015-07-29 19,27052
2015-07-29 20,25163
2015-07-29 21,25282
2015-07-29 22,23573
2015-07-29 23,19404
2015-07-30 00,13285
2015-07-30 01,7898
2015-07-30 02,5106
2015-07-30 03,3176
2015-07-30 04,2752
2015-07-30 05,3943
2015-07-30 06,10640
2015-07-30 07,17984
2015-07-30 08,21458
2015-07-30 09,19894
2015-07-30 10,17958
2015-07-30 11,17698
2015-07-30 12,19785
2015-07-30 13,19908
2015-07-30 14,19010
2015-07-30 15,14621
2015-07-30 16,11923
2015-07-30 17,14080
2015-07-30 18,19354
2015-07-30 19,22472
2015-07-30 20,22390
2015-07-30 21,23970
2015-07-30 22,23450
2015-07-30 23,20681
2015-07-31 00,17085
2015-07-31 01,10284
2015-07-31 02,7314
2015-07-31 03,4737
2015-07-31 04,3841
2015-07-31 05,4247
2015-07-31 06,9751
2015-07-31 07,15435
2015-07-31 08,19396
2015-07-31 09,18543
2015-07-31 10,16910
2015-07-31 11,16696
2015-07-31 12,16963
2015-07-31 13,16936
2015-07-31 14,17052
2015-07-31 15,15552
2015-07-31 16,13158
2015-07-31 17,16634
2015-07-31 18,21784
2015-07-31 19,24179
2015-07-31 20,22182
2015-07-31 21,22159
2015-07-31 22,22800
2015-07-31 23,23423
2015-08-01 00,21748
2015-08-01 01,19409
2015-08-01 02,16343
2015-08-01 03,12219
2015-08-01 04,7548
2015-08-01 05,3771
2015-08-01 06,4538
2015-08-01 07,6347
2015-08-01 08,8957
2015-08-01 09,12784
2015-08-01 10,14934
2015-08-01 11,16228
2015-08-01 12,17126
2015-08-01 13,18267
2015-08-01 14,17219
2015-08-01 15,17311
2015-08-01 16,16815
2015-08-01 17,18747
2015-08-01 18,20619
2015-08-01 19,21209
2015-08-01 20,18943
2015-08-01 21,19264
2015-08-01 22,20373
2015-08-01 23,21162
2015-08-02 00,20364
2015-08-02 01,18664
2015-08-02 02,15932
2015-08-02 03,11992
2015-08-02 04,7654
2015-08-02 05,3465
2015-08-02 06,3407
2015-08-02 07,4822
2015-08-02 08,7716
2015-08-02 09,10276
2015-08-02 10,13442
2015-08-02 11,15676
2015-08-02 12,16437
2015-08-02 13,17054
2015-08-02 14,17434
2015-08-02 15,16523
2015-08-02 16,16303
2015-08-02 17,17368
2015-08-02 18,18536
2015-08-02 19,17333
2015-08-02 20,16515
2015-08-02 21,16333
2015-08-02 22,14961
2015-08-02 23,12412
2015-08-03 00,7788
2015-08-03 01,4504
2015-08-03 02,2938
2015-08-03 03,2099
2015-08-03 04,2250
2015-08-03 05,3834
2015-08-03 06,9493
2015-08-03 07,15141
2015-08-03 08,19021
2015-08-03 09,18043
2015-08-03 10,16066
2015-08-03 11,15224
2015-08-03 12,16262
2015-08-03 13,16411
2015-08-03 14,17067
2015-08-03 15,16859
2015-08-03 16,15223
2015-08-03 17,17803
2015-08-03 18,21961
2015-08-03 19,21941
2015-08-03 20,20498
2015-08-03 21,20325
2015-08-03 22,17523
2015-08-03 23,13003
2015-08-04 00,8639
2015-08-04 01,5259
2015-08-04 02,3365
2015-08-04 03,2371
2015-08-04 04,2313
2015-08-04 05,3702
2015-08-04 06,10131
2015-08-04 07,16145
2015-08-04 08,20317
2015-08-04 09,19606
2015-08-04 10,17507
2015-08-04 11,16784
2015-08-04 12,17882
2015-08-04 13,17977
2015-08-04 14,18479
2015-08-04 15,17234
2015-08-04 16,14317
2015-08-04 17,17518
2015-08-04 18,22628
2015-08-04 19,23073
2015-08-04 20,22330
2015-08-04 21,23044
2015-08-04 22,22000
2015-08-04 23,17277
2015-08-05 00,11770
2015-08-05 01,6872
2015-08-05 02,4175
2015-08-05 03,2868
2015-08-05 04,2465
2015-08-05 05,3690
2015-08-05 06,10188
2015-08-05 07,16629
2015-08-05 08,20481
2015-08-05 09,19321
2015-08-05 10,18324
2015-08-05 11,17705
2015-08-05 12,18240
2015-08-05 13,18032
2015-08-05 14,17975
2015-08-05 15,16649
2015-08-05 16,14186
2015-08-05 17,18380
2015-08-05 18,22478
2015-08-05 19,24025
2015-08-05 20,23808
2015-08-05 21,24193
2015-08-05 22,23199
2015-08-05 23,19005
2015-08-06 00,13032
2015-08-06 01,7548
2015-08-06 02,4812
2015-08-06 03,3132
2015-08-06 04,2664
2015-08-06 05,3608
2015-08-06 06,9884
2015-08-06 07,16277
2015-08-06 08,20131
2015-08-06 09,18954
2015-08-06 10,16990
2015-08-06 11,16925
2015-08-06 12,17689
2015-08-06 13,17452
2015-08-06 14,17337
2015-08-06 15,16348
2015-08-06 16,13620
2015-08-06 17,17161
2015-08-06 18,22363
2015-08-06 19,24291
2015-08-06 20,24598
2015-08-06 21,24171
2015-08-06 22,23233
2015-08-06 23,21371
2015-08-07 00,16719
2015-08-07 01,11565
2015-08-07 02,7612
2015-08-07 03,5047
2015-08-07 04,3841
2015-08-07 05,4062
2015-08-07 06,9190
2015-08-07 07,14725
2015-08-07 08,18343
2015-08-07 09,17696
2015-08-07 10,15713
2015-08-07 11,15867
2015-08-07 12,16574
2015-08-07 13,16549
2015-08-07 14,16762
2015-08-07 15,15763
2015-08-07 16,13611
2015-08-07 17,17101
2015-08-07 18,21985
2015-08-07 19,22808
2015-08-07 20,20998
2015-08-07 21,21387
2015-08-07 22,22506
2015-08-07 23,22444
2015-08-08 00,21679
2015-08-08 01,18063
2015-08-08 02,15320
2015-08-08 03,11370
2015-08-08 04,7167
2015-08-08 05,3523
2015-08-08 06,4273
2015-08-08 07,5946
2015-08-08 08,7923
2015-08-08 09,11495
2015-08-08 10,14501
2015-08-08 11,15252
2015-08-08 12,15438
2015-08-08 13,15782
2015-08-08 14,15536
2015-08-08 15,15634
2015-08-08 16,15902
2015-08-08 17,17617
2015-08-08 18,18858
2015-08-08 19,19742
2015-08-08 20,17406
2015-08-08 21,18340
2015-08-08 22,19638
2015-08-08 23,20749
2015-08-09 00,19570
2015-08-09 01,17617
2015-08-09 02,14959
2015-08-09 03,11437
2015-08-09 04,7322
2015-08-09 05,3432
2015-08-09 06,3396
2015-08-09 07,4299
2015-08-09 08,6005
2015-08-09 09,8966
2015-08-09 10,12213
2015-08-09 11,14143
2015-08-09 12,14765
2015-08-09 13,15014
2015-08-09 14,14797
2015-08-09 15,14523
2015-08-09 16,14500
2015-08-09 17,15257
2015-08-09 18,16329
2015-08-09 19,15905
2015-08-09 20,15286
2015-08-09 21,15653
2015-08-09 22,13733
2015-08-09 23,11360
2015-08-10 00,7162
2015-08-10 01,4246
2015-08-10 02,2840
2015-08-10 03,1968
2015-08-10 04,2013
2015-08-10 05,3354
2015-08-10 06,9189
2015-08-10 07,14415
2015-08-10 08,17533
2015-08-10 09,16565
2015-08-10 10,14458
2015-08-10 11,14591
2015-08-10 12,14903
2015-08-10 13,15040
2015-08-10 14,15526
2015-08-10 15,15304
2015-08-10 16,14086
2015-08-10 17,16477
2015-08-10 18,20032
2015-08-10 19,20454
2015-08-10 20,18720
2015-08-10 21,17957
2015-08-10 22,15988
2015-08-10 23,11576
2015-08-11 00,7751
2015-08-11 01,4469
2015-08-11 02,3034
2015-08-11 03,2069
2015-08-11 04,2047
2015-08-11 05,3564
2015-08-11 06,11357
2015-08-11 07,17982
2015-08-11 08,20167
2015-08-11 09,19153
2015-08-11 10,18265
2015-08-11 11,15487
2015-08-11 12,15333
2015-08-11 13,15495
2015-08-11 14,16580
2015-08-11 15,15750
2015-08-11 16,14664
2015-08-11 17,17505
2015-08-11 18,21415
2015-08-11 19,22124
2015-08-11 20,21064
2015-08-11 21,21424
2015-08-11 22,19577
2015-08-11 23,15163
2015-08-12 00,10150
2015-08-12 01,6044
2015-08-12 02,3882
2015-08-12 03,2478
2015-08-12 04,2276
2015-08-12 05,3370
2015-08-12 06,9567
2015-08-12 07,15476
2015-08-12 08,19222
2015-08-12 09,18570
2015-08-12 10,16494
2015-08-12 11,16381
2015-08-12 12,17464
2015-08-12 13,17419
2015-08-12 14,17452
2015-08-12 15,16272
2015-08-12 16,13714
2015-08-12 17,16685
2015-08-12 18,21497
2015-08-12 19,22805
2015-08-12 20,23686
2015-08-12 21,23045
2015-08-12 22,21748
2015-08-12 23,17834
2015-08-13 00,11884
2015-08-13 01,7349
2015-08-13 02,4786
2015-08-13 03,3105
2015-08-13 04,2539
2015-08-13 05,3460
2015-08-13 06,9375
2015-08-13 07,15389
2015-08-13 08,19332
2015-08-13 09,18411
2015-08-13 10,16660
2015-08-13 11,16136
2015-08-13 12,16879
2015-08-13 13,16948
2015-08-13 14,17550
2015-08-13 15,16324
2015-08-13 16,14156
2015-08-13 17,17218
2015-08-13 18,21751
2015-08-13 19,23607
2015-08-13 20,23224
2015-08-13 21,23682
2015-08-13 22,22988
2015-08-13 23,20500
2015-08-14 00,15974
2015-08-14 01,10761
2015-08-14 02,7162
2015-08-14 03,4748
2015-08-14 04,3469
2015-08-14 05,3729
2015-08-14 06,8602
2015-08-14 07,13912
2015-08-14 08,17908
2015-08-14 09,17715
2015-08-14 10,16373
2015-08-14 11,16096
2015-08-14 12,16527
2015-08-14 13,16236
2015-08-14 14,16502
2015-08-14 15,15036
2015-08-14 16,13041
2015-08-14 17,16687
2015-08-14 18,20729
2015-08-14 19,22453
2015-08-14 20,21301
2015-08-14 21,21220
2015-08-14 22,21614
2015-08-14 23,21818
2015-08-15 00,20155
2015-08-15 01,17816
2015-08-15 02,15009
2015-08-15 03,10963
2015-08-15 04,7011
2015-08-15 05,3359
2015-08-15 06,4372
2015-08-15 07,6335
2015-08-15 08,8724
2015-08-15 09,12251
2015-08-15 10,14450
2015-08-15 11,16007
2015-08-15 12,16502
2015-08-15 13,17134
2015-08-15 14,16943
2015-08-15 15,16751
2015-08-15 16,15774
2015-08-15 17,17639
2015-08-15 18,19225
2015-08-15 19,20199
2015-08-15 20,18194
2015-08-15 21,18471
2015-08-15 22,19733
2015-08-15 23,20778
2015-08-16 00,19647
2015-08-16 01,17284
2015-08-16 02,14700
2015-08-16 03,11055
2015-08-16 04,7136
2015-08-16 05,3220
2015-08-16 06,3648
2015-08-16 07,4707
2015-08-16 08,7476
2015-08-16 09,9895
2015-08-16 10,12876
2015-08-16 11,14826
2015-08-16 12,16332
2015-08-16 13,16798
2015-08-16 14,16933
2015-08-16 15,15972
2015-08-16 16,15897
2015-08-16 17,17482
2015-08-16 18,17871
2015-08-16 19,16636
2015-08-16 20,15886
2015-08-16 21,15814
2015-08-16 22,14194
2015-08-16 23,11360
2015-08-17 00,7404
2015-08-17 01,4356
2015-08-17 02,2931
2015-08-17 03,1965
2015-08-17 04,2105
2015-08-17 05,3335
2015-08-17 06,8674
2015-08-17 07,13692
2015-08-17 08,17640
2015-08-17 09,17641
2015-08-17 10,15584
2015-08-17 11,15455
2015-08-17 12,16395
2015-08-17 13,16433
2015-08-17 14,17067
2015-08-17 15,16285
2015-08-17 16,15133
2015-08-17 17,17807
2015-08-17 18,21406
2015-08-17 19,21081
2015-08-17 20,19998
2015-08-17 21,19175
2015-08-17 22,16638
2015-08-17 23,12550
2015-08-18 00,8257
2015-08-18 01,5136
2015-08-18 02,3286
2015-08-18 03,2152
2015-08-18 04,2179
2015-08-18 05,3845
2015-08-18 06,9435
2015-08-18 07,15245
2015-08-18 08,19742
2015-08-18 09,18868
2015-08-18 10,17083
2015-08-18 11,17050
2015-08-18 12,17674
2015-08-18 13,17831
2015-08-18 14,18481
2015-08-18 15,17334
2015-08-18 16,14597
2015-08-18 17,18057
2015-08-18 18,22868
2015-08-18 19,23161
2015-08-18 20,22305
2015-08-18 21,22281
2015-08-18 22,20980
2015-08-18 23,16381
2015-08-19 00,10256
2015-08-19 01,6249
2015-08-19 02,4075
2015-08-19 03,2588
2015-08-19 04,2234
2015-08-19 05,3245
2015-08-19 06,9059
2015-08-19 07,15581
2015-08-19 08,20022
2015-08-19 09,19501
2015-08-19 10,17634
2015-08-19 11,17729
2015-08-19 12,18451
2015-08-19 13,18192
2015-08-19 14,17987
2015-08-19 15,16567
2015-08-19 16,14119
2015-08-19 17,17417
2015-08-19 18,22310
2015-08-19 19,23922
2015-08-19 20,23197
2015-08-19 21,23345
2015-08-19 22,21718
2015-08-19 23,17996
2015-08-20 00,12072
2015-08-20 01,7272
2015-08-20 02,4846
2015-08-20 03,3037
2015-08-20 04,2669
2015-08-20 05,3565
2015-08-20 06,9561
2015-08-20 07,15673
2015-08-20 08,20210
2015-08-20 09,19473
2015-08-20 10,17088
2015-08-20 11,17497
2015-08-20 12,17740
2015-08-20 13,17496
2015-08-20 14,17771
2015-08-20 15,16374
2015-08-20 16,13991
2015-08-20 17,17807
2015-08-20 18,22301
2015-08-20 19,23933
2015-08-20 20,23398
2015-08-20 21,23154
2015-08-20 22,23096
2015-08-20 23,20648
2015-08-21 00,16232
2015-08-21 01,11521
2015-08-21 02,7567
2015-08-21 03,4727
2015-08-21 04,3514
2015-08-21 05,3676
2015-08-21 06,8737
2015-08-21 07,13735
2015-08-21 08,17443
2015-08-21 09,17262
2015-08-21 10,15038
2015-08-21 11,15377
2015-08-21 12,16219
2015-08-21 13,16374
2015-08-21 14,17337
2015-08-21 15,17538
2015-08-21 16,15061
2015-08-21 17,18080
2015-08-21 18,21495
2015-08-21 19,22679
2015-08-21 20,20688
2015-08-21 21,19787
2015-08-21 22,20881
2015-08-21 23,21391
2015-08-22 00,19710
2015-08-22 01,17504
2015-08-22 02,14567
2015-08-22 03,10966
2015-08-22 04,6739
2015-08-22 05,3439
2015-08-22 06,3988
2015-08-22 07,5992
2015-08-22 08,8213
2015-08-22 09,11305
2015-08-22 10,13877
2015-08-22 11,14999
2015-08-22 12,15729
2015-08-22 13,16655
2015-08-22 14,15676
2015-08-22 15,15832
2015-08-22 16,15321
2015-08-22 17,17129
2015-08-22 18,19183
2015-08-22 19,19027
2015-08-22 20,17849
2015-08-22 21,17979
2015-08-22 22,18771
2015-08-22 23,20501
2015-08-23 00,19306
2015-08-23 01,17523
2015-08-23 02,14715
2015-08-23 03,11248
2015-08-23 04,7105
2015-08-23 05,3169
2015-08-23 06,3255
2015-08-23 07,4128
2015-08-23 08,5674
2015-08-23 09,8590
2015-08-23 10,11724
2015-08-23 11,13920
2015-08-23 12,15305
2015-08-23 13,15393
2015-08-23 14,16026
2015-08-23 15,15564
2015-08-23 16,15157
2015-08-23 17,15952
2015-08-23 18,16840
2015-08-23 19,15451
2015-08-23 20,14737
2015-08-23 21,14455
2015-08-23 22,12971
2015-08-23 23,10670
2015-08-24 00,6824
2015-08-24 01,4296
2015-08-24 02,2894
2015-08-24 03,1979
2015-08-24 04,2125
2015-08-24 05,3438
2015-08-24 06,8657
2015-08-24 07,14002
2015-08-24 08,17426
2015-08-24 09,16558
2015-08-24 10,14143
2015-08-24 11,13918
2015-08-24 12,14788
2015-08-24 13,15050
2015-08-24 14,15476
2015-08-24 15,14740
2015-08-24 16,14358
2015-08-24 17,17275
2015-08-24 18,20117
2015-08-24 19,19755
2015-08-24 20,18705
2015-08-24 21,17403
2015-08-24 22,15528
2015-08-24 23,11666
2015-08-25 00,7656
2015-08-25 01,4508
2015-08-25 02,2937
2015-08-25 03,1893
2015-08-25 04,1864
2015-08-25 05,3181
2015-08-25 06,8794
2015-08-25 07,14137
2015-08-25 08,18228
2015-08-25 09,17787
2015-08-25 10,15648
2015-08-25 11,15631
2015-08-25 12,16430
2015-08-25 13,16553
2015-08-25 14,17605
2015-08-25 15,16309
2015-08-25 16,14737
2015-08-25 17,17449
2015-08-25 18,22166
2015-08-25 19,21896
2015-08-25 20,20988
2015-08-25 21,20729
2015-08-25 22,19453
2015-08-25 23,14922
2015-08-26 00,9728
2015-08-26 01,5898
2015-08-26 02,3723
2015-08-26 03,2509
2015-08-26 04,2167
2015-08-26 05,3082
2015-08-26 06,8582
2015-08-26 07,14086
2015-08-26 08,18113
2015-08-26 09,17657
2015-08-26 10,15878
2015-08-26 11,15491
2015-08-26 12,16582
2015-08-26 13,16338
2015-08-26 14,16625
2015-08-26 15,15737
2015-08-26 16,14390
2015-08-26 17,17126
2015-08-26 18,21193
2015-08-26 19,22611
2015-08-26 20,22186
2015-08-26 21,22274
2015-08-26 22,21118
2015-08-26 23,17260
2015-08-27 00,11630
2015-08-27 01,7000
2015-08-27 02,4360
2015-08-27 03,2925
2015-08-27 04,2477
2015-08-27 05,3168
2015-08-27 06,8785
2015-08-27 07,14179
2015-08-27 08,18444
2015-08-27 09,17599
2015-08-27 10,15661
2015-08-27 11,15365
2015-08-27 12,16254
2015-08-27 13,16379
2015-08-27 14,16816
2015-08-27 15,15756
2015-08-27 16,13700
2015-08-27 17,17105
2015-08-27 18,22267
2015-08-27 19,23313
2015-08-27 20,22986
2015-08-27 21,23181
2015-08-27 22,22418
2015-08-27 23,19392
2015-08-28 00,14779
2015-08-28 01,10289
2015-08-28 02,6780
2015-08-28 03,4544
2015-08-28 04,3420
2015-08-28 05,3293
2015-08-28 06,8156
2015-08-28 07,12870
2015-08-28 08,16702
2015-08-28 09,16577
2015-08-28 10,14610
2015-08-28 11,14887
2015-08-28 12,16080
2015-08-28 13,16028
2015-08-28 14,16661
2015-08-28 15,15899
2015-08-28 16,14338
2015-08-28 17,17508
2015-08-28 18,20965
2015-08-28 19,22355
2015-08-28 20,20805
2015-08-28 21,20005
2015-08-28 22,20641
2015-08-28 23,20903
2015-08-29 00,19557
2015-08-29 01,17323
2015-08-29 02,14443
2015-08-29 03,10924
2015-08-29 04,6564
2015-08-29 05,3217
2015-08-29 06,4161
2015-08-29 07,6181
2015-08-29 08,8106
2015-08-29 09,11602
2015-08-29 10,13559
2015-08-29 11,14670
2015-08-29 12,16106
2015-08-29 13,16044
2015-08-29 14,15761
2015-08-29 15,16381
2015-08-29 16,15402
2015-08-29 17,17069
2015-08-29 18,19033
2015-08-29 19,20053
2015-08-29 20,18085
2015-08-29 21,18063
2015-08-29 22,19555
2015-08-29 23,20409
2015-08-30 00,19366
2015-08-30 01,17430
2015-08-30 02,14922
2015-08-30 03,11444
2015-08-30 04,7101
2015-08-30 05,3142
2015-08-30 06,3252
2015-08-30 07,4427
2015-08-30 08,6221
2015-08-30 09,9152
2015-08-30 10,12634
2015-08-30 11,14701
2015-08-30 12,16065
2015-08-30 13,16629
2015-08-30 14,16976
2015-08-30 15,16045
2015-08-30 16,15969
2015-08-30 17,16591
2015-08-30 18,18061
2015-08-30 19,16887
2015-08-30 20,15875
2015-08-30 21,16351
2015-08-30 22,15036
2015-08-30 23,10622
2015-08-31 00,6711
2015-08-31 01,4010
2015-08-31 02,2592
2015-08-31 03,1724
2015-08-31 04,1848
2015-08-31 05,2996
2015-08-31 06,8603
2015-08-31 07,13946
2015-08-31 08,17530
2015-08-31 09,16924
2015-08-31 10,14781
2015-08-31 11,14668
2015-08-31 12,15347
2015-08-31 13,15620
2015-08-31 14,16413
2015-08-31 15,16189
2015-08-31 16,14545
2015-08-31 17,17131
2015-08-31 18,20411
2015-08-31 19,20730
2015-08-31 20,19121
2015-08-31 21,17861
2015-08-31 22,15449
2015-08-31 23,11104
2015-09-01 00,7987
2015-09-01 01,4798
2015-09-01 02,2926
2015-09-01 03,2122
2015-09-01 04,1908
2015-09-01 05,3170
2015-09-01 06,8942
2015-09-01 07,15128
2015-09-01 08,18932
2015-09-01 09,18478
2015-09-01 10,16309
2015-09-01 11,16094
2015-09-01 12,16976
2015-09-01 13,16914
2015-09-01 14,17446
2015-09-01 15,16659
2015-09-01 16,14860
2015-09-01 17,17563
2015-09-01 18,21933
2015-09-01 19,22102
2015-09-01 20,21416
2015-09-01 21,20909
2015-09-01 22,18605
2015-09-01 23,14445
2015-09-02 00,9249
2015-09-02 01,5411
2015-09-02 02,3524
2015-09-02 03,2334
2015-09-02 04,2053
2015-09-02 05,3062
2015-09-02 06,8936
2015-09-02 07,15049
2015-09-02 08,19814
2015-09-02 09,18825
2015-09-02 10,16995
2015-09-02 11,16886
2015-09-02 12,17689
2015-09-02 13,17587
2015-09-02 14,17990
2015-09-02 15,16850
2015-09-02 16,14511
2015-09-02 17,17572
2015-09-02 18,22100
2015-09-02 19,23626
2015-09-02 20,22690
2015-09-02 21,22043
2015-09-02 22,20943
2015-09-02 23,16272
2015-09-03 00,11291
2015-09-03 01,6666
2015-09-03 02,4322
2015-09-03 03,2705
2015-09-03 04,2278
2015-09-03 05,3228
2015-09-03 06,8871
2015-09-03 07,15360
2015-09-03 08,19306
2015-09-03 09,18499
2015-09-03 10,16756
2015-09-03 11,16838
2015-09-03 12,17602
2015-09-03 13,17643
2015-09-03 14,18575
2015-09-03 15,17144
2015-09-03 16,14688
2015-09-03 17,18105
2015-09-03 18,22000
2015-09-03 19,23270
2015-09-03 20,22538
2015-09-03 21,22175
2015-09-03 22,21604
2015-09-03 23,19079
2015-09-04 00,14725
2015-09-04 01,10236
2015-09-04 02,6973
2015-09-04 03,4621
2015-09-04 04,3529
2015-09-04 05,3458
2015-09-04 06,8306
2015-09-04 07,12725
2015-09-04 08,16304
2015-09-04 09,16647
2015-09-04 10,15529
2015-09-04 11,15529
2015-09-04 12,17017
2015-09-04 13,17198
2015-09-04 14,17922
2015-09-04 15,17048
2015-09-04 16,14929
2015-09-04 17,17693
2015-09-04 18,19779
2015-09-04 19,20683
2015-09-04 20,18084
2015-09-04 21,17420
2015-09-04 22,18719
2015-09-04 23,19129
2015-09-05 00,17997
2015-09-05 01,14838
2015-09-05 02,12727
2015-09-05 03,9227
2015-09-05 04,6213
2015-09-05 05,3150
2015-09-05 06,3940
2015-09-05 07,5606
2015-09-05 08,7501
2015-09-05 09,10537
2015-09-05 10,12843
2015-09-05 11,14142
2015-09-05 12,14913
2015-09-05 13,15314
2015-09-05 14,15334
2015-09-05 15,15325
2015-09-05 16,15121
2015-09-05 17,16450
2015-09-05 18,17713
2015-09-05 19,18774
2015-09-05 20,16672
2015-09-05 21,16282
2015-09-05 22,17313
2015-09-05 23,18398
2015-09-06 00,16563
2015-09-06 01,14065
